"","AS_home_advan","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_win_lose_binary","surface.LR.","AS_rank","V41"
"2580",1,1,0,-3.22518823,0,-27,0.62864141880787,0.34528885055453,0.761872208147368,0.15241672156229,0.633413796170999,0.348184378069387,0.776075778455805,0.153751499121977,0,0,0,0,0,0,0,0,0.645884827188895,0.34711967591916,0.840412289039073,0.13695043920741,0.661921249964911,0.347800401669008,0.848803978023796,0.120866999698714,0.505434782881616,0.506578947118464,0,0,0.703703703237311,0.615384615384615,0.523560209757189,0,"Hard",-3,2.12
"1530",0,0,1,-2.30800822,-133,-682,0.616084024797595,0.353271416828106,0.741928964678912,0.199408230120644,0.597526911219528,0.359329322557724,0.700199115767968,0.218746064926097,0,0,0,0,0,0,0,0,0.60363228311287,0.368234935233149,0.716461148873038,0.230141406078055,0.602813361456451,0.366038148614762,0.756077462126683,0.199585014816949,0.435429847413472,0.416216216216216,0,0,0.214285714285714,0,0.528925619834711,0,"Clay",-76,1.61
"6700",0,0,0,-0.919917869999999,-2,1426,0.624530537756305,0.37541296244883,0.750506966424706,0.247754717310217,0.617045575469828,0.385903684784574,0.760768353541145,0.282947578588445,0,0,0,0,0,0,0,0,0.632508571241386,0.392911180086016,0.774067443586847,0.292953732993027,0.624608483382521,0.389238933191454,0.793625534674934,0.310760671742257,0.592777085682829,0.558823529282007,0,0,0.711538461318787,0.666666666666667,0.818181818553719,0,"Clay",73,3.79
"7033",0,0,-1,-2.09445586,-33,400,0.633070912173081,0.393656034615288,0.768723283693909,0.284381778080088,0.625728420105575,0.396710712545972,0.759847992584911,0.302021483969999,0,0,0,0,0,0,0,0,0.631298787139741,0.39940343703308,0.75389123380668,0.284707460212136,0.598960330179518,0.412462266569037,0.706439752268469,0.32343756051696,0.530739299577866,0.5,0,0,0.487804877727543,0.4,0.533980582343293,1,"Clay",63,1.3
"4439",0,1,0,-5.88637919,-80,946,0.647580697113863,0.382901360309893,0.808804239021432,0.25760423016241,0.642091318987718,0.38338502203754,0.803395594379831,0.260777632058537,0,0,0,0,0,0,0,0,0.651138244710935,0.382399569792496,0.816345855647517,0.247739767644544,0.650475031515175,0.353312328924893,0.824537098396255,0.172063566378536,0.555170707893606,0.547826086991909,0,0,0.571428571748823,0.5,0.680743242960897,1,"Hard",65,1.23
"6726",0,0,0,-14.54893909,0,-583,0.636226137326223,0.3683664127678,0.795478549443695,0.269581641768311,0,0,0,0,0,0,0,0,0,0,0,0,0.670377565632839,0.381234968135909,0.860798362644634,0.300052618045781,0,0,0,0,0.361502347187022,0,0,0,0.5,0,0.484374999523193,0,"Clay",-335,1.5
"7289",0,0,1,-0.87063655,-5,743,0.655568126806407,0.348048715173091,0.797396790088788,0.181745358949253,0.643217494954959,0.360146376787761,0.778337156304213,0.194944647557164,0.708001768291998,0.30332871,0.941176470058823,0.123161764876838,0,0,0,0,0.680402178557169,0.347449016169017,0.855427430844228,0.172513880193805,0.666177695618108,0.356695852486234,0.84151395115515,0.181743058119097,0.566676064285882,0.526834611574644,1,0,0.687203791061656,0.617021276489814,0.464745239339773,1,"Hard",60,1.31
"4136",0,0,0,8.89527721,-156,1078,0.662351232457948,0.396093673830238,0.83314194556114,0.292941368824283,0.638314811368762,0.41019948825001,0.791184822166186,0.340239185214479,0.753623188,0.47706422,1,0.461538462,0,0,0,0,0.6590092074347,0.373074004187769,0.790648988271123,0.290990307868061,0,0,0,0,0.562500000054687,0.586206896437574,1,0,0.5,0,0.527777777594136,0,"Clay",130,4.88
"4633",1,0,0,-0.594113619999998,0,127,0.646783487186301,0.336668101769618,0.814971584835248,0.130866248149341,0.652444982494259,0.33226154819842,0.817578908841894,0.114266395883435,0,0,0,0,0,0,0,0,0.616376180997707,0.352718047143868,0.753035985979787,0.15601333770644,0.572914372661139,0.350622990483486,0.65203989126961,0.160777385214168,0.608695652253308,0.6,0,0,0.5,0.5,0.579545454545455,1,"Hard",37,1.65
"6519",0,1,-1,-2.9377139,0,2234,0.629081687212482,0.3950644053173,0.772241022432812,0.286291975244917,0.610205193031332,0.41009028282681,0.727674395046304,0.326239474594574,0.735722284264278,0.411255411588745,0.95,0.316666666683333,0.787234043,0.428571429,1,0.333333333,0.631374158336405,0.388851192165209,0.792822498444005,0.272426379244759,0.631951978314697,0.400399059833905,0.787266326561912,0.296642635392864,0.582286011814364,0.549836219279242,1,1,0.579220779360675,0.733333333208889,0.548251748531077,1,"Clay",49,1.17
"4344",-1,1,1,1.48665297,-80,795,0.648528947044947,0.363156852380821,0.811501360667421,0.232105575565569,0.652557955829276,0.362356793335698,0.827475607292858,0.234130325874401,0.633856682366143,0.308658171,0.781746032,0.0666666669333333,0.648148148,0.25862069,0.777777778,0,0.6469176825752,0.363303684104893,0.822603504420473,0.219014568854223,0.650967537157132,0.353000733231973,0.846058891624379,0.195057414688315,0.488142292940993,0.503875969148489,0,0,0.515981735203728,0.5,0.432076162594541,0,"Hard",32,1.86
"1222",1,0,0,9.14989733,80,-459,0.618266452331568,0.362157173882681,0.742008529797023,0.221807341931009,0.636603638772543,0.329885113811003,0.746724553151598,0.139674406210056,0,0,0,0,0,0,0,0,0.625086967469764,0.370271091206677,0.736676743663464,0.23880793891529,0,0,0,0,0.399693721286371,0.6,0,0,0.424,0,0.414893617021277,0,"Grass",-35,1.72
"2426",0,0,0,-1.2128679,-63,850,0.642067838583343,0.370765338599992,0.800261033391697,0.2488771461599,0.648753183525309,0.359460866616999,0.800182261139197,0.230873067553906,0.767857143,0.422535211,0.909090909,0.272727273,0.767857143,0.422535211,0.909090909,0.272727273,0.643125475225839,0.3719739437569,0.807438154288259,0.244923004678505,0.660429139760649,0.349409675928803,0.855764449754929,0.218892080674375,0.54969664525339,0.522522522522523,1,1,0.565217391304348,0.496598639455782,0.57163323782235,0,"Hard",34,1.8
"2087",0,0,0,-6.25051335,24,-531,0.624578937409844,0.386907897727052,0.757470271719555,0.273211986350054,0.637209071000206,0.39889820169294,0.772732492399231,0.319653564799851,0,0,0,0,0,0,0,0,0.640502315274468,0.373759677878247,0.823946286262692,0.240012241478195,0.665770803934011,0.368501135267122,0.867085215453679,0.214098192444544,0.443037974683544,0.501066098081024,0,0,0.545454545454546,1,0.455830388692579,1,"Hard",-96,2.01
"2483",0,0,0,-10.53798768,56,237,0.649392959249964,0.340087657059615,0.813247156375429,0.175726738943321,0.650496259998957,0.329036362535804,0.815465702854541,0.164041216221384,0,0,0,0,0,0,0,0,0.628756425596041,0.329561579647002,0.761971031417572,0.156719997061624,0.599975880897183,0.356130422529625,0.729667812266364,0.232296492393539,0.459785890749382,0.416772554002541,0,0,0.38135593220339,0.333333333333333,0.419354838709677,0,"Hard",23,1.37
"2858",0,0,-1,5.13620808,0,-707,0.638454266289801,0.36367917271252,0.793959490511599,0.206097983112151,0.648835389809637,0.363415813267139,0.804770613537754,0.204830511649377,0,0,0,0,0,0,0,0,0.61527052605207,0.345379107394788,0.77768971675146,0.184531724454606,0.64878075699237,0.296734690017816,0.842696629213483,0.137821114194252,0.382352941142734,0.44444444477037,0,0,0.2,0.333333333333333,0.518987341850985,0,"Hard",-70,1.34
"5510",0,1,0,-7.44421629,-27,-454,0.614108648343298,0.365193192580147,0.754325808913912,0.200818357129649,0.627113057754184,0.370798681828151,0.788864616728261,0.209407348666617,0,0,0,0,0,0,0,0,0.64809864414536,0.347125526354886,0.83366688434325,0.179383518590062,0.637078482495615,0.334617129375927,0.839650327669128,0.191784714164304,0.370835609140869,0.432337433845176,0,0,0.4,0.25,0.39999999976,0,"Hard",-42,1.43
"5400",0,0,-1,2.4421629,3,-210,0.644697879773825,0.371231782285636,0.788738927589514,0.220554619888873,0.640281143425903,0.370278199313061,0.787459696666861,0.226838965323347,0.507042254,0.34375,0.555555556,0.111111111,0.507042254,0.34375,0.555555556,0.111111111,0.64939797727256,0.35506917126399,0.809828886536013,0.17511065428926,0.633819477383389,0.349882316230708,0.783004831326007,0.170522193981997,0.480554075703842,0.473395270067127,0,0,0.40206185600744,0.29999999972,0.39043824713595,0,"Hard",-25,1.81
"1696",0,0,-1,8.97193703,0,-830,0.65333163078659,0.346865410416271,0.814413341210254,0.189282434980395,0.666612395212309,0.367224312689172,0.816786168841866,0.218055280558588,0.661016949,0.292929293,0.9375,0.0625,0,0,0,0,0.656387886182253,0.338072894654988,0.811805263130441,0.16887362243977,0.635922690747079,0.361236289033408,0.806536899564182,0.152682287587705,0.471985383678441,0.453900709219858,0,0,0.4875,0,0.506193505189153,1,"Clay",-24,2.24
"526",0,1,1,3.01711157,0,-76,0.625102638914261,0.34255763708795,0.776046159988458,0.131609158589602,0.653755890110002,0.315308641940649,0.817509109046131,0.0816132559753849,0,0,0,0,0,0,0,0,0.579811271298356,0.354443444580611,0.738069500779212,0.127869575045242,0,0,0,0,0.417910447761194,0.454545454545454,0,0,0,0,0.447368421052632,1,"Hard",-21,1.41
"6786",0,1,0,4.13415469,0,-640,0.610987047213456,0.383210529606943,0.729759510564396,0.273028312564978,0.598950605528254,0.391755314544736,0.69086642641373,0.29008106705775,0.495731262,0.303163152,0.556980057,0.108465608,0.474576271,0.283018868,0.555555556,0.111111111,0.613915633331734,0.387914880220681,0.735369103606521,0.286363045397081,0.586913784556096,0.401592249161712,0.673155140595461,0.295983642024304,0.503885511708087,0.498041578947512,0,0,0.541639344043722,0.492063492146636,0.48979591852728,0,"Clay",-10,1.69
"1069",0,1,0,3.59753594,0,-11530,0.607652256040469,0.341114381416806,0.714159269213015,0.197509494341892,0.606017146891283,0.282913970747176,0.701436690917658,0.0730644509424385,0.555345684666667,0.374088273,0.657142857333333,0.188888889,0,0,0,0,0.600242415726473,0.324526284790072,0.703154922753502,0.159938688669352,0.635590720692716,0.267514115767675,0.807180971354117,0.0294659298182324,0.403401462031926,0.208791208791209,0.333333333333333,0,0.321266968325792,0,0.440559440559441,0,"Grass",-56,1.02
"5522",0,1,0,-2.36824093,-83,11,0.620190933876409,0.353293754164811,0.758789389361155,0.157219449016939,0.622311076516686,0.36470529104321,0.752282031355025,0.186061964430329,0,0,0,0,0,0,0,0,0.606090565782594,0.374494294984944,0.710088730762135,0.203473478557911,0.619745521157285,0.380990639152602,0.723157133467751,0.229210093395177,0.414225941353268,0.435294117647059,0,0,0.4800000002112,0.5,0.420935412270475,0,"Hard",4,1.44
"22",0,0,0,-0.517453799999998,133,-2135,0.646835916911468,0.358226682602512,0.795181746846577,0.215753179345656,0.661045969265644,0.359518538687733,0.818318375570309,0.224380600190096,0.523364486,0.365853659,0.571428571,0.214285714,0.523364486,0.365853659,0.571428571,0.214285714,0.634268774747898,0.358687451989383,0.770944299877913,0.213170252465764,0.652366719517446,0.363717433834746,0.79959811401507,0.228627738210902,0.484784147204529,0.51497946363856,0,0,0.468886941279579,0.516320474777448,0.506578947368421,0,"Hard",-11,1.6
"5838",0,0,0,-5.45379876,70,-145,0.621455770503431,0.358197218593141,0.752965442315997,0.21583385873956,0.603118834023656,0.359756855569599,0.704879310216523,0.222322980263302,0.673698436,0.368899943,0.867965368,0.252813853,0,0,0,0,0.619059604749911,0.35875179995915,0.748606481844788,0.209959538458633,0.597809719760823,0.355344828330222,0.702221201898873,0.220764222040115,0.42895639385456,0.430913348892826,0.666666667,0,0.469238790560836,0.388888888753086,0.450258397577671,0,"Clay",-15,1.41
"5862",0,0,-1,-0.856947299999998,0,54,0.635081917512235,0.373148967012276,0.789259851368047,0.224557851079118,0.628089641883057,0.373891406768687,0.765897750679464,0.224130509880699,0.678443585,0.450550799,0.856060606,0.392045455,0.608247423,0.470588235,0.75,0.4375,0.633551745911914,0.374291533220659,0.798026512093241,0.230719501703158,0.656413246139597,0.369025986441948,0.828401696908504,0.207344414136975,0.57126948805993,0.598283261992648,1,1,0.557522123614692,0.684210526315789,0.570202808364225,0,"Clay",10,2.7
"6337",1,1,-1,-6.15195072,23,1493,0.62816446310344,0.369584645175543,0.778472104739407,0.224097598309857,0.61709810974016,0.386426770422254,0.751209903096712,0.257810189432229,0,0,0,0,0,0,0,0,0.634434262927351,0.371464707936044,0.802289624424268,0.219775978124795,0.640333070809059,0.390363010830401,0.797622477712004,0.252498899413122,0.581636674110204,0.595141700501237,0,0,0.62416107374821,0.636363636363636,0.603227337676605,1,"Clay",44,1.31
"5491",0,1,1,-0.0438056099999997,-57,6285,0.668450279047128,0.384720807089127,0.846050777158799,0.289381529331015,0.664355311745408,0.371724412424216,0.84073810108479,0.259141251327879,0.764848743,0.356297288,0.977777778,0.213756614,0.73910984826089,0.31822971568177,0.966666666033333,0.209523809790476,0.66784551972465,0.392132879230205,0.849337432054915,0.305218452458383,0.666499375891922,0.380190939499841,0.841324180544034,0.275359554951229,0.585862256884463,0.567623936944391,1,1,0.60108181208892,0.572115384650055,0.486213235461215,1,"Hard",31,1.13
"6643",0,0,0,10.09719371,-45,337,0.641758899085282,0.383753612963491,0.782933825449683,0.267534275997746,0.634069825365756,0.420088701330762,0.83715535157192,0.306590126259336,0.710144928,0.520547945,0.909090909,0.545454545,0,0,0,0,0.647574543940028,0.366511714160685,0.81215673439326,0.212862176175651,0.587500084810833,0.417035847760442,0.76888888832,0.353567205114533,0.554371002198508,0.660550459061274,1,0,0.55737704932545,0.5,0.532327586130295,1,"Clay",21,1.43
"1128",0,0,0,-3.4880219,71,1185,0.605465499537635,0.384373927047479,0.708036167691186,0.261747700973349,0.616078108871433,0.365029885131088,0.720815150164511,0.238426768724862,0.692307692,0.458333333,0.8,0.4,0,0,0,0,0.617613061728717,0.381881897618152,0.737823432263088,0.244664947041611,0.655102863676137,0.393360995737783,0.82894736821624,0.27272727261157,0.51291204194322,0.574626865671642,1,0,0.563581640331076,0,0.591059602649007,1,"Grass",10,1.26
"7494",-1,0,0,2.15468857,0,-75,0.643612311498055,0.36233274381637,0.814302455296759,0.209697230689411,0.635095107953249,0.357074346984567,0.775347247614945,0.207626739351702,0,0,0,0,0,0,0,0,0.674008462949822,0.297088955138034,0.92993802031112,0.0757816640388051,0,0,0,0,0.566037735572713,0.357142857602041,0,0,0,0,0.576923077411243,0,"Hard",-19,1.5
"983",0,1,0,-9.14989733,10,580,0.649096926954356,0.361326893971997,0.808736647525713,0.213714542673886,0.634831484973206,0.334965078992259,0.780967105808022,0.161518977991675,0.729421076,0.379280822,0.9545454545,0.181818182,0,0,0,0,0.649205770020551,0.337855459465901,0.804690016236029,0.162152769193535,0,0,0,0,0.539939332659252,0.454545454545455,1,0,0.454054054054054,0,0.574282147315855,0,"Grass",42,2.41
"1791",0,0,0,-0.87063655,-136,1075,0.644297339582768,0.380542361182335,0.807688894825551,0.248930803424709,0.646543398584541,0.365858687658142,0.811667365074572,0.225076634918814,0,0,0,0,0,0,0,0,0.641800153122413,0.369827371555304,0.817804386193205,0.19493313459147,0.661402695614528,0.326188587411811,0.84486778076826,0.159905281510003,0.602316602316602,0.570259208731241,0,0,0.555555555555556,0.538461538461538,0.571428571428571,1,"Hard",88,1.2
"5612",0,0,0,-4.09856263,135,-1700,0.598717968225411,0.37638777407735,0.716039981925333,0.262352173341332,0.5990620268866,0.367297917939657,0.715620929401982,0.25086213176137,0,0,0,0,0,0,0,0,0.597491545537218,0.37835345589542,0.725392210262152,0.262340825024487,0.587729486354024,0.373760838880012,0.687738499943123,0.262777010502351,0.420062695697396,0.429752066020399,0,0,0.42857142884898,0.478260869565217,0.379746835483416,0,"Hard",-52,1.21
"3910",1,0,-1,8.78576318,0,399,0.667605281942892,0.378924264447313,0.848627197030537,0.255813379977393,0.645506325949494,0.391946986487687,0.830780087668259,0.253097147731359,0,0,0,0,0,0,0,0,0.669605257434497,0.361968371844752,0.866524035540565,0.232955485433574,0.613153036561627,0.400331777899123,0.814583594224705,0.260131772227483,0.65822784845169,0.622641509199003,0,0,0.64999999988,0.666666666666667,0.677083333005371,0,"Clay",31,2.56
"5736",0,1,1,3.73169062,121,-1609,0.633806205826486,0.346848330073605,0.779190831632909,0.196537480030108,0.631022931894635,0.351380167694834,0.775477803331783,0.209643082789543,0.582524272,0.306122449,0.733333333,0.066666667,0.582524272,0.306122449,0.733333333,0.066666667,0.634189027047792,0.337619881628867,0.788640341735274,0.172835414211488,0.63305074519077,0.338546564967677,0.789104305543332,0.175248195672104,0.439733494503405,0.433962263974724,0,0,0.399999999776,0.369668246471104,0.399699474047697,0,"Hard",-15,1.29
"1639",1,0,-1,-9.45653662,0,-589,0.607854778292385,0.371164859164825,0.758400946031203,0.205514933938672,0,0,0,0,0,0,0,0,0,0,0,0,0.531402538567187,0.393605292085203,0.666666666666667,0.30769230747929,0,0,0,0,0.462264150943396,0,0,0,0,0,0.609756097560976,1,"Clay",-200,5.15
"4939",0,1,0,7.40862423,0,735,0.651518541937467,0.335570155145908,0.789142026488726,0.161618483106243,0.664034880805961,0.336518731272081,0.828719310054677,0.157749353866767,0.704761905,0.376,0.882352941,0.176470588,0.704761905,0.376,0.882352941,0.176470588,0.646180268463358,0.314681727983593,0.792681232906268,0.0998189347632098,0.663924997672349,0.320880480740446,0.836417081085709,0.0797476377230236,0.531331253230302,0.53737811499828,1,1,0.484210526593684,0.714285714040816,0.526315789425208,1,"Hard",39,1.25
"465",0,1,0,-3.75633128,-18,520,0.629601232081734,0.34456633568701,0.750446297599235,0.183560334811034,0.632453939261271,0.344687491568152,0.746717970401328,0.194440741359355,0,0,0,0,0,0,0,0,0.663436943349313,0.332310780959636,0.807079150577829,0.14209145860196,0.700066248846814,0.333789407806108,0.882385938586894,0.154208126898424,0.511363636363636,0.50261780104712,0,0,0.636363636363636,1,0.419354838709677,0,"Hard",31,2.1
"5092",0,1,0,-7.14031486,129.6617424,-5200,0.631186007309182,0.344120833068132,0.750451397421515,0.210050848776474,0.623538798997412,0.339167265868896,0.736476963100962,0.199216073344002,0.621915473378085,0.249154691750845,0.769230769,0.019230769,0,0,0,0,0.624904905750842,0.339615899544467,0.762229735959709,0.196207102949944,0.621497671712522,0.320937161592912,0.758117099302392,0.168263933695355,0.436860068414989,0.414841305125367,0,0,0.399999999859083,0.35949367115188,0.41862045525566,0,"Hard",-3,1.17
"5645",0,0,1,-5.56057495,0,-260,0.631318076544194,0.335909891809362,0.783092105936725,0.180601104110772,0.616503643150949,0.338209381766524,0.756674991783822,0.148777865559251,0.623931624,0.326315789,0.866666667,0.133333333,0,0,0,0,0.622181643789551,0.319501781262331,0.761283081630874,0.149097971604744,0.554973822082728,0.310478654717378,0.588235294020761,0.0743801648675637,0.404074702769671,0,1,0,0.230769230680473,0,0.495049505003431,1,"Hard",-51,2.03
"1200",0,0,0,5.23750856,0,195,0.613936929672187,0.390860468398842,0.751763203401971,0.263823220061319,1,1,1,1,0,0,0,0,0,0,0,0,0.604409134149144,0.405358670545646,0.747816881811643,0.276892782417057,0,0,0,0,0.492284718765555,1,0,0,0.479591836734694,0,0.427168576104746,1,"Grass",22,1.31
