AS_home_advan,AS_tournie_level,AS_left_hand_advan,AS_age,AS_fatigue,AS_rank_points,AS_serve.returnpt,AS_return.servept,AS_serve.returng,AS_return.serveg,AS_serve.returnpt_os,AS_return.servept_os,AS_serve.returng_os,AS_return.serveg_os,AS_serve.returnpt_hth,AS_return.servept_hth,AS_serve.returng_hth,AS_return.serveg_hth,AS_serve.returnpt_hth_os,AS_return.servept_hth_os,AS_serve.returng_hth_os,AS_return.serveg_hth_os,AS_serve.returnpt_co,AS_return.servept_co,AS_serve.returng_co,AS_return.serveg_co,AS_serve.returnpt_co_os,AS_return.servept_co_os,AS_serve.returng_co_os,AS_return.serveg_co_os,AS_matchw,AS_matchw_os,AS_hth_matchw,AS_hth_matchw_os,AS_matchw_co,AS_matchw_co_os,AS_tbw,AS_rank,V41.1,V42,V43,AS_win_lose_binary
1,0,0,-0.59411362,0,127,0.646783487,0.336668102,0.814971585,0.130866248,0.652444982,0.332261548,0.817578909,0.114266396,0,0,0,0,0,0,0,0,0.616376181,0.352718047,0.753035986,0.156013338,0.572914373,0.35062299,0.652039891,0.160777385,0.608695652,0.6,0,0,0.5,0.5,0.579545455,37,1,0,0,1
0,1,-1,-2.9377139,0,2234,0.629081687,0.395064405,0.772241022,0.286291975,0.610205193,0.410090283,0.727674395,0.326239475,0.735722284,0.411255412,0.95,0.316666667,0.787234043,0.428571429,1,0.333333333,0.631374158,0.388851192,0.792822498,0.272426379,0.631951978,0.40039906,0.787266327,0.296642635,0.582286012,0.549836219,1,1,0.579220779,0.733333333,0.548251749,49,0,1,0,1
-1,1,1,1.48665297,-80,795,0.648528947,0.363156852,0.811501361,0.232105576,0.652557956,0.362356793,0.827475607,0.234130326,0.633856682,0.308658171,0.781746032,0.066666667,0.648148148,0.25862069,0.777777778,0,0.646917683,0.363303684,0.822603504,0.219014569,0.650967537,0.353000733,0.846058892,0.195057415,0.488142293,0.503875969,0,0,0.515981735,0.5,0.432076163,32,1,0,0,0
1,0,0,9.14989733,80,-459,0.618266452,0.362157174,0.74200853,0.221807342,0.636603639,0.329885114,0.746724553,0.139674406,0,0,0,0,0,0,0,0,0.625086967,0.370271091,0.736676744,0.238807939,0,0,0,0,0.399693721,0.6,0,0,0.424,0,0.414893617,-35,0,0,1,0
0,0,0,-1.2128679,-63,850,0.642067839,0.370765339,0.800261033,0.248877146,0.648753184,0.359460867,0.800182261,0.230873068,0.767857143,0.422535211,0.909090909,0.272727273,0.767857143,0.422535211,0.909090909,0.272727273,0.643125475,0.371973944,0.807438154,0.244923005,0.66042914,0.349409676,0.85576445,0.218892081,0.549696645,0.522522523,1,1,0.565217391,0.496598639,0.571633238,34,1,0,0,0
0,0,0,-6.25051335,24,-531,0.624578937,0.386907898,0.757470272,0.273211986,0.637209071,0.398898202,0.772732492,0.319653565,0,0,0,0,0,0,0,0,0.640502315,0.373759678,0.823946286,0.240012241,0.665770804,0.368501135,0.867085215,0.214098192,0.443037975,0.501066098,0,0,0.545454545,1,0.455830389,-96,1,0,0,1
0,0,0,-10.53798768,56,237,0.649392959,0.340087657,0.813247156,0.175726739,0.65049626,0.329036363,0.815465703,0.164041216,0,0,0,0,0,0,0,0,0.628756426,0.32956158,0.761971031,0.156719997,0.599975881,0.356130423,0.729667812,0.232296492,0.459785891,0.416772554,0,0,0.381355932,0.333333333,0.419354839,23,1,0,0,0
0,0,-1,5.13620808,0,-707,0.638454266,0.363679173,0.793959491,0.206097983,0.64883539,0.363415813,0.804770614,0.204830512,0,0,0,0,0,0,0,0,0.615270526,0.345379107,0.777689717,0.184531724,0.648780757,0.29673469,0.842696629,0.137821114,0.382352941,0.444444445,0,0,0.2,0.333333333,0.518987342,-70,1,0,0,0
0,1,0,-7.44421629,-27,-454,0.614108648,0.365193193,0.754325809,0.200818357,0.627113058,0.370798682,0.788864617,0.209407349,0,0,0,0,0,0,0,0,0.648098644,0.347125526,0.833666884,0.179383519,0.637078482,0.334617129,0.839650328,0.191784714,0.370835609,0.432337434,0,0,0.4,0.25,0.4,-42,1,0,0,0
0,0,-1,2.4421629,3,-210,0.64469788,0.371231782,0.788738928,0.22055462,0.640281143,0.370278199,0.787459697,0.226838965,0.507042254,0.34375,0.555555556,0.111111111,0.507042254,0.34375,0.555555556,0.111111111,0.649397977,0.355069171,0.809828887,0.175110654,0.633819477,0.349882316,0.783004831,0.170522194,0.480554076,0.47339527,0,0,0.402061856,0.3,0.390438247,-25,1,0,0,0
0,0,-1,8.97193703,0,-830,0.653331631,0.34686541,0.814413341,0.189282435,0.666612395,0.367224313,0.816786169,0.218055281,0.661016949,0.292929293,0.9375,0.0625,0,0,0,0,0.656387886,0.338072895,0.811805263,0.168873622,0.635922691,0.361236289,0.8065369,0.152682288,0.471985384,0.453900709,0,0,0.4875,0,0.506193505,-24,0,1,0,1
0,1,1,3.01711157,0,-76,0.625102639,0.342557637,0.77604616,0.131609159,0.65375589,0.315308642,0.817509109,0.081613256,0,0,0,0,0,0,0,0,0.579811271,0.354443445,0.738069501,0.127869575,0,0,0,0,0.417910448,0.454545455,0,0,0,0,0.447368421,-21,1,0,0,1
0,1,0,4.13415469,0,-640,0.610987047,0.38321053,0.729759511,0.273028313,0.598950606,0.391755315,0.690866426,0.290081067,0.495731262,0.303163152,0.556980057,0.108465608,0.474576271,0.283018868,0.555555556,0.111111111,0.613915633,0.38791488,0.735369104,0.286363045,0.586913785,0.401592249,0.673155141,0.295983642,0.503885512,0.498041579,0,0,0.541639344,0.492063492,0.489795919,-10,0,1,0,0
0,1,0,3.59753594,0,-11530,0.607652256,0.341114381,0.714159269,0.197509494,0.606017147,0.282913971,0.701436691,0.073064451,0.555345685,0.374088273,0.657142857,0.188888889,0,0,0,0,0.600242416,0.324526285,0.703154923,0.159938689,0.635590721,0.267514116,0.807180971,0.02946593,0.403401462,0.208791209,0.333333333,0,0.321266968,0,0.440559441,-56,0,0,1,0
0,1,0,-2.36824093,-83,11,0.620190934,0.353293754,0.758789389,0.157219449,0.622311077,0.364705291,0.752282031,0.186061964,0,0,0,0,0,0,0,0,0.606090566,0.374494295,0.710088731,0.203473479,0.619745521,0.380990639,0.723157133,0.229210093,0.414225941,0.435294118,0,0,0.48,0.5,0.420935412,4,1,0,0,0
0,0,0,-0.5174538,133,-2135,0.646835917,0.358226683,0.795181747,0.215753179,0.661045969,0.359518539,0.818318376,0.2243806,0.523364486,0.365853659,0.571428571,0.214285714,0.523364486,0.365853659,0.571428571,0.214285714,0.634268775,0.358687452,0.7709443,0.213170252,0.65236672,0.363717434,0.799598114,0.228627738,0.484784147,0.514979464,0,0,0.468886941,0.516320475,0.506578947,-11,1,0,0,0
0,0,0,-5.45379876,70,-145,0.621455771,0.358197219,0.752965442,0.215833859,0.603118834,0.359756856,0.70487931,0.22232298,0.673698436,0.368899943,0.867965368,0.252813853,0,0,0,0,0.619059605,0.3587518,0.748606482,0.209959538,0.59780972,0.355344828,0.702221202,0.220764222,0.428956394,0.430913349,0.666666667,0,0.469238791,0.388888889,0.450258398,-15,0,1,0,0
0,0,-1,-0.8569473,0,54,0.635081918,0.373148967,0.789259851,0.224557851,0.628089642,0.373891407,0.765897751,0.22413051,0.678443585,0.450550799,0.856060606,0.392045455,0.608247423,0.470588235,0.75,0.4375,0.633551746,0.374291533,0.798026512,0.230719502,0.656413246,0.369025986,0.828401697,0.207344414,0.571269488,0.598283262,1,1,0.557522124,0.684210526,0.570202808,10,0,1,0,0
1,1,-1,-6.15195072,23,1493,0.628164463,0.369584645,0.778472105,0.224097598,0.61709811,0.38642677,0.751209903,0.257810189,0,0,0,0,0,0,0,0,0.634434263,0.371464708,0.802289624,0.219775978,0.640333071,0.390363011,0.797622478,0.252498899,0.581636674,0.595141701,0,0,0.624161074,0.636363636,0.603227338,44,0,1,0,1
0,1,1,-0.04380561,-57,6285,0.668450279,0.384720807,0.846050777,0.289381529,0.664355312,0.371724412,0.840738101,0.259141251,0.764848743,0.356297288,0.977777778,0.213756614,0.739109848,0.318229716,0.966666666,0.20952381,0.66784552,0.392132879,0.849337432,0.305218452,0.666499376,0.380190939,0.841324181,0.275359555,0.585862257,0.567623937,1,1,0.601081812,0.572115385,0.486213235,31,1,0,0,1
0,0,0,10.09719371,-45,337,0.641758899,0.383753613,0.782933825,0.267534276,0.634069825,0.420088701,0.837155352,0.306590126,0.710144928,0.520547945,0.909090909,0.545454545,0,0,0,0,0.647574544,0.366511714,0.812156734,0.212862176,0.587500085,0.417035848,0.768888888,0.353567205,0.554371002,0.660550459,1,0,0.557377049,0.5,0.532327586,21,0,1,0,1
0,0,0,-3.4880219,71,1185,0.6054655,0.384373927,0.708036168,0.261747701,0.616078109,0.365029885,0.72081515,0.238426769,0.692307692,0.458333333,0.8,0.4,0,0,0,0,0.617613062,0.381881898,0.737823432,0.244664947,0.655102864,0.393360996,0.828947368,0.272727273,0.512912042,0.574626866,1,0,0.56358164,0,0.591059603,10,0,0,1,1
-1,0,0,2.15468857,0,-75,0.643612311,0.362332744,0.814302455,0.209697231,0.635095108,0.357074347,0.775347248,0.207626739,0,0,0,0,0,0,0,0,0.674008463,0.297088955,0.92993802,0.075781664,0,0,0,0,0.566037736,0.357142858,0,0,0,0,0.576923077,-19,1,0,0,0
0,1,0,-9.14989733,10,580,0.649096927,0.361326894,0.808736648,0.213714543,0.634831485,0.334965079,0.780967106,0.161518978,0.729421076,0.379280822,0.954545455,0.181818182,0,0,0,0,0.64920577,0.337855459,0.804690016,0.162152769,0,0,0,0,0.539939333,0.454545455,1,0,0.454054054,0,0.574282147,42,0,0,1,0
0,0,0,-0.87063655,-136,1075,0.64429734,0.380542361,0.807688895,0.248930803,0.646543399,0.365858688,0.811667365,0.225076635,0,0,0,0,0,0,0,0,0.641800153,0.369827372,0.817804386,0.194933135,0.661402696,0.326188587,0.844867781,0.159905282,0.602316602,0.570259209,0,0,0.555555556,0.538461538,0.571428571,88,1,0,0,1
0,0,0,-4.09856263,135,-1700,0.598717968,0.376387774,0.716039982,0.262352173,0.599062027,0.367297918,0.715620929,0.250862132,0,0,0,0,0,0,0,0,0.597491546,0.378353456,0.72539221,0.262340825,0.587729486,0.373760839,0.6877385,0.262777011,0.420062696,0.429752066,0,0,0.428571429,0.47826087,0.379746835,-52,1,0,0,0
1,0,-1,8.78576318,0,399,0.667605282,0.378924264,0.848627197,0.25581338,0.645506326,0.391946986,0.830780088,0.253097148,0,0,0,0,0,0,0,0,0.669605257,0.361968372,0.866524036,0.232955485,0.613153037,0.400331778,0.814583594,0.260131772,0.658227848,0.622641509,0,0,0.65,0.666666667,0.677083333,31,0,1,0,0
0,1,1,3.73169062,121,-1609,0.633806206,0.34684833,0.779190832,0.19653748,0.631022932,0.351380168,0.775477803,0.209643083,0.582524272,0.306122449,0.733333333,0.066666667,0.582524272,0.306122449,0.733333333,0.066666667,0.634189027,0.337619882,0.788640342,0.172835414,0.633050745,0.338546565,0.789104306,0.175248196,0.439733495,0.433962264,0,0,0.4,0.369668246,0.399699474,-15,1,0,0,0
1,0,-1,-9.45653662,0,-589,0.607854778,0.371164859,0.758400946,0.205514934,0,0,0,0,0,0,0,0,0,0,0,0,0.531402539,0.393605292,0.666666667,0.307692307,0,0,0,0,0.462264151,0,0,0,0,0,0.609756098,-200,0,1,0,1
0,1,0,7.40862423,0,735,0.651518542,0.335570155,0.789142026,0.161618483,0.664034881,0.336518731,0.82871931,0.157749354,0.704761905,0.376,0.882352941,0.176470588,0.704761905,0.376,0.882352941,0.176470588,0.646180268,0.314681728,0.792681233,0.099818935,0.663924998,0.320880481,0.836417081,0.079747638,0.531331253,0.537378115,1,1,0.484210527,0.714285714,0.526315789,39,1,0,0,1
0,1,0,-3.75633128,-18,520,0.629601232,0.344566336,0.750446298,0.183560335,0.632453939,0.344687492,0.74671797,0.194440741,0,0,0,0,0,0,0,0,0.663436943,0.332310781,0.807079151,0.142091459,0.700066249,0.333789408,0.882385939,0.154208127,0.511363636,0.502617801,0,0,0.636363636,1,0.419354839,31,1,0,0,0
0,1,0,-7.14031486,129.6617424,-5200,0.631186007,0.344120833,0.750451397,0.210050849,0.623538799,0.339167266,0.736476963,0.199216073,0.621915473,0.249154692,0.769230769,0.019230769,0,0,0,0,0.624904906,0.3396159,0.762229736,0.196207103,0.621497672,0.320937162,0.758117099,0.168263934,0.436860068,0.414841305,0,0,0.4,0.359493671,0.418620455,-3,1,0,0,0
0,0,1,-5.56057495,0,-260,0.631318077,0.335909892,0.783092106,0.180601104,0.616503643,0.338209382,0.756674992,0.148777866,0.623931624,0.326315789,0.866666667,0.133333333,0,0,0,0,0.622181644,0.319501781,0.761283082,0.149097972,0.554973822,0.310478655,0.588235294,0.074380165,0.404074703,0,1,0,0.230769231,0,0.495049505,-51,1,0,0,1
0,0,0,5.23750856,0,195,0.61393693,0.390860468,0.751763203,0.26382322,1,1,1,1,0,0,0,0,0,0,0,0,0.604409134,0.405358671,0.747816882,0.276892782,0,0,0,0,0.492284719,1,0,0,0.479591837,0,0.427168576,22,0,0,1,1
0,0,0,-8.20260096,0,123,0.69602301,0.360536939,0.879234832,0.208486423,0.706012767,0.348610769,0.865839639,0.193777035,0.85106383,0.348484848,1,0.222222222,0,0,0,0,0.69743872,0.337665936,0.872301721,0.150028105,0.641517128,0.352134848,0.754189944,0.110122358,0.574468085,0.481481482,1,0,0.657142857,0,0.524495677,15,1,0,0,1
0,1,0,-1.62902122,0,449,0.664655233,0.389292349,0.849410825,0.270182455,0.650140028,0.488730318,0.827039542,0.505141461,0,0,0,0,0,0,0,0,0.687024467,0.379411151,0.907973527,0.259936144,0,0,0,0,0.61341853,1,0,0,1,0,0.514705883,43,0,1,0,1
0,0,0,-1.96577687,-2,1330,0.655850272,0.372303015,0.820142691,0.241660364,0.682220651,0.354678874,0.87097117,0.213943688,0.592496345,0.29886424,0.685042735,0.096825397,0.609090909,0.353535354,0.8,0.133333333,0.666849764,0.374580045,0.835593298,0.237590348,0,0,0,0,0.54535539,0.487804878,0,0,0.603053435,0,0.570539419,16,0,0,1,1
1,0,0,-6.98973306,0,-1806,0.614212564,0.350538362,0.73099062,0.187337301,0.592578686,0.329781054,0.69999259,0.139652763,0,0,0,0,0,0,0,0,0.59860845,0.323562657,0.694698439,0.127001123,0.679172057,0.298295455,0.876712329,0.105590062,0.323943662,0,0,0,0.125,0,0.37398374,-110,1,0,0,0
0,0,0,0.75564681,-139,880,0.66531181,0.365480987,0.832581302,0.22806023,0.678009714,0.357694014,0.845349131,0.211444254,0.714285714,0.384615385,0.9,0.272727273,0.714285714,0.384615385,0.9,0.272727273,0.660008889,0.369605263,0.806683492,0.23664256,0.674859558,0.369051454,0.818050972,0.24824705,0.548486933,0.579310345,1,1,0.51572327,0.565217391,0.538681948,63,1,0,0,1
0,0,0,3.49075976,0,-660,0.647662457,0.341851118,0.845700566,0.193514478,0.640596682,0.363676492,0.854402152,0.278886455,0,0,0,0,0,0,0,0,0.575186929,0.349680171,0.714285714,0.1,0,0,0,0,0.377245509,0.457446808,0,0,0,0,0,-311,1,0,0,1
0,0,0,-3.32375086,-25,1710,0.660227318,0.363461391,0.815356544,0.224613091,0.658443235,0.358619041,0.804403442,0.215073666,0,0,0,0,0,0,0,0,0.659802316,0.357259147,0.816614857,0.219824569,0.666504417,0.368356214,0.819746526,0.241915419,0.648772593,0.640326975,0,0,0.666666667,0.714285714,0.637268848,76,1,0,0,1
0,1,0,0.22176591,66,997,0.691710454,0.345959863,0.86466306,0.173084476,0.690932892,0.343177101,0.863410733,0.170357822,0,0,0,0,0,0,0,0,0.703815566,0.351306856,0.882056895,0.170268817,0.708385082,0.345515291,0.886044587,0.169873078,0.592166222,0.578038674,0,0,0.668508287,0.615384615,0.547029703,38,1,0,0,1
0,1,0,10.96783026,0,-1062,0.623044648,0.347302223,0.762118881,0.194791542,0.606600995,0.378332727,0.722767581,0.262628366,0.595524691,0.265982028,0.672619048,0.041666667,0.475,0.195121951,0.428571429,0,0.620533588,0.336965356,0.751555496,0.17708847,0.610992274,0.338062039,0.746715878,0.129984687,0.446808511,0.471698113,0.5,0,0.375886525,0,0.474226804,-45,0,1,0,0
0,1,0,-10.37371663,146,-310,0.590121849,0.391665161,0.693643006,0.283427907,0.599304776,0.380757824,0.715471982,0.260277717,0,0,0,0,0,0,0,0,0.583926656,0.390405579,0.681564073,0.277225122,0.585794991,0.375439955,0.686926638,0.240744736,0.430456853,0.443609023,0,0,0.420581655,0.307692307,0.52739726,-10,1,0,0,1
0,0,0,-1.2183436,-7,-2426,0.606471162,0.358723494,0.700018892,0.222874824,0.623682388,0.363560143,0.733541611,0.232323982,0,0,0,0,0,0,0,0,0.598838045,0.343888802,0.686833514,0.194067009,0.61333038,0.344451844,0.723443595,0.184268809,0.392217418,0.432989691,0,0,0.353089533,0.266666666,0.459807074,-42,1,0,0,0
0,1,0,2.39835729,80,-6650,0.584646226,0.366142456,0.677613632,0.2444544,0.58119003,0.370325387,0.676522779,0.244135537,0.532040513,0.381813933,0.568571428,0.255669331,0,0,0,0,0.583210338,0.360470696,0.668034408,0.233519167,0.598958073,0.33081149,0.750443981,0.064184773,0.389075482,0.411764706,0,0,0.370707917,0,0.387628866,-30,0,1,0,0
0,1,1,3.15947981,0,-3587,0.639830969,0.330806314,0.789720046,0.160601561,0.608089113,0.349603135,0.726452546,0.175200367,0,0,0,0,0,0,0,0,0.644858059,0.322396085,0.803885859,0.132632513,0.588673346,0.350338698,0.675508588,0.188919978,0.373368146,0.379310345,0,0,0.486111111,0.375,0.370338248,-110,0,1,0,0
0,0,-1,-4.34223135,75,-56,0.659340387,0.377265149,0.851502011,0.252109999,0.670005424,0.358928945,0.861540425,0.204412411,0.565789474,0.36,0.7,0.181818182,0,0,0,0,0.652043353,0.367588572,0.838630948,0.216943424,0.714516962,0.331882528,1,0.165113182,0.515151515,0.418367347,0,0,0.461538462,0.5,0.496774194,-8,1,0,0,0
1,0,-1,-14.02327173,136,-1701,0.643528149,0.346690675,0.808301805,0.215815237,0.63661317,0.34834552,0.799775036,0.202923824,0.545454545,0.344262295,0.5,0,0.545454545,0.344262295,0.5,0,0.608545664,0.333773652,0.78275941,0.211976048,0.611680321,0.334667762,0.787264834,0.213768116,0.398625429,0.403636364,0,0,0.333333333,0.333333333,0.382352941,-204,1,0,0,1
